id,name,ticker,industry,country,sent,price,itemCount
7676,Teekay Corporation,NYSE:TK,Energy,Bermuda,47,-1%,25
5377,Golar LNG Ltd.,NasdaqGS:GLNG,Energy,Bermuda,24,5%,19
7535,SeaDrill Limited,NYSE:SDRL,Energy,Bermuda,54,-5%,17
6327,Ardmore Shipping Corporation,NYSE:ASC,Energy,Bermuda,37,7%,15
7247,Nabors Industries Ltd.,NYSE:NBR,Energy,Bermuda,8,-5%,8
7078,Kosmos Energy Ltd.,NYSE:KOS,Energy,Bermuda,20,-8%,21
17019,Petredec Limited,Private:Petremited,Energy,Bermuda,83,-1%,14
5613,"Maiden Holdings, Ltd.",NasdaqGS:MHLD,Financials,Bermuda,26,3%,14
6722,Endurance Specialty Holdings Ltd.,NYSE:ENH,Financials,Bermuda,53,3%,18
7494,RenaissanceRe Holdings Ltd.,NYSE:RNR,Financials,Bermuda,93,-4%,24
6358,AXIS Capital Holdings Limited,NYSE:AXS,Financials,Bermuda,28,-2%,20
7797,"Validus Holdings, Ltd.",NYSE:VR,Financials,Bermuda,49,-5%,9
16073,Randall & Quilter Investment Holdings Ltd,AIM:RQIH,Financials,Bermuda,23,3%,19
6356,Axovant Sciences Ltd.,NYSE:AXON,Healthcare,Bermuda,40,-4%,14
7661,Textainer Group Holdings Limited,NYSE:TGH,Industrials,Bermuda,57,-4%,15
5637,Marvell Technology Group Ltd.,NasdaqGS:MRVL,Information Technology,Bermuda,79,7%,16
6831,Genpact Limited,NYSE:G,Information Technology,Bermuda,31,-2%,11
16625,Digicel Group Limited,Private:Digicel Limited,Telecommunication Services,Bermuda,58,3%,8
17411,"Telekomunikacije Republike Srpske a.d., Banja Luka",Private:Telekomunja Luka,Telecommunication Services,Bosnia-Herzegovina,6,7%,13
1045,SLC Agrícola S.A.,BOVESPA:SLCE3,Consumer Staples,Brazil,58,5%,15
1031,Marfrig Global Foods S.A.,BOVESPA:MRFG3,Consumer Staples,Brazil,26,-6%,6
17425,Cargill Agrícola S.A.,Private:Cargill ola S.A.,Consumer Staples,Brazil,72,3%,10
16695,Fischer Group,Private:Fischerer Group,Consumer Staples,Brazil,51,5%,21
17577,Raízen Energia S.A.,Private:Raizen Egia S.A.,Consumer Staples,Brazil,86,-5%,20
16840,Sucocitrico Cutrale Ltda,Private:Sucocitale Ltda,Consumer Staples,Brazil,73,8%,18
6620,Cosan Limited,NYSE:CZZ,Energy,Brazil,8,-8%,19
7374,Petróleo Brasileiro S.A. - Petrobras,NYSE:PBR,Energy,Brazil,87,-3%,21
17611,Raízen Combustíveis S.A.,Private:Raizen Ceis S.A.,Energy,Brazil,22,7%,16
16429,Government of the Federative Republic of Brazil,Private:Governmef Brazil,Government Institution,Brazil,91,-7%,13
16428,"State of Minas Gerais, Brazil.",Private:State of Brazil.,Government Institution,Brazil,17,-1%,10
1032,Iochpe-Maxion S.A.,BOVESPA:MYPK3,Industrials,Brazil,4,-5%,5
6742,Embraer S.A.,NYSE:ERJ,Industrials,Brazil,100,-8%,19
1044,Schulz S.A.,BOVESPA:SHUL4,Industrials,Brazil,72,1%,24
21199,BMC Hyundai S.A.,Private:BMC Hyundndai S.A.,Industrials,Brazil,95,0%,22
22222,Ibayo CLK Equipamentos de Climatizacao Ltda,Private:Ibayo CLKacao Ltda,Industrials,Brazil,85,-7%,16
1051,Usinas Siderúrgicas de Minas Gerais S.A.,BOVESPA:USIM5,Materials,Brazil,60,-5%,8
7773,Vale S.A.,NYSE:VALE,Materials,Brazil,35,7%,12
17382,Câmara De Comercialização De Energia Elétrica,Private:Câmartrica,Others,Brazil,63,2%,5
1035,Oi S.A.,BOVESPA:OIBR4,Telecommunication Services,Brazil,60,-7%,20
1049,TIM Participações S.A.,BOVESPA:TIMP3,Telecommunication Services,Brazil,47,-3%,23
1015,Companhia De Saneamento De Minas Gerais.,BOVESPA:CSMG3,Utilities,Brazil,16,-6%,12
20538,Hallgain Management Limited,Private:Hallgain t Limited,Information Technology,British Virgin Islands,86,6%,9
17754,Brilliance International Holding Limited,Private:Brillian Limited,Others,British Virgin Islands,47,5%,24
17389,Phnom Penh Autonomous Port,Private:Phnom Port,Industrials,Cambodia,38,-3%,18
7174,"Gran Tierra Energy, Inc.",AMEX:GTE,Consumer Discretionary,Canada,72,-2%,13
12246,Arbutus Biopharma Corporation,NasdaqGS:ABUS,Consumer Discretionary,Canada,42,1%,15
12471,BlackBerry Limited,NasdaqGS:BBRY,Consumer Discretionary,Canada,22,-7%,6
12619,Canadian Solar Inc.,NasdaqGS:CSIQ,Consumer Discretionary,Canada,2,-5%,19
12700,Methanex Corporation,NasdaqGS:MEOH,Consumer Discretionary,Canada,45,1%,7
12706,Barrick Gold Corporation,NYSE:ABX,Consumer Discretionary,Canada,33,-4%,10
7003,Agrium Inc.,NYSE:AGU,Consumer Discretionary,Canada,49,-7%,22
12759,BioAmber Inc.,NYSE:BIOA,Consumer Discretionary,Canada,2,-7%,24
12667,Bank of Montreal,NYSE:BMO,Consumer Discretionary,Canada,49,-7%,19
17572,Celestica Inc.,NYSE:CLS,Consumer Discretionary,Canada,92,3%,8
21653,Enbridge Inc.,NYSE:ENB,Consumer Discretionary,Canada,33,7%,20
12299,Goldcorp Inc.,NYSE:GG,Consumer Discretionary,Canada,32,0%,18
12339,IMAX Corporation,NYSE:IMAX,Consumer Discretionary,Canada,37,-5%,20
12585,Magna International Inc.,NYSE:MGA,Consumer Staples,Canada,87,-7%,19
12739,Suncor Energy Inc.,NYSE:SU,Consumer Staples,Canada,35,7%,10
12406,Teck Resources Limited,NYSE:TCK,Consumer Staples,Canada,20,-5%,22
17822,The Toronto-Dominion Bank,NYSE:TD,Consumer Staples,Canada,86,-7%,15
16899,"Valeant Pharmaceuticals International, Inc.",NYSE:VRX,Consumer Staples,Canada,56,-4%,12
12259,Destiny Media Technologies Inc.,OTCPK:DSNY,Consumer Staples,Canada,38,7%,10
12381,British Columbia Hydro and Power authority,Private:Briity,Consumer Staples,Canada,24,1%,11
12702,Canada Government,Private:Canent,Energy,Canada,95,8%,22
405,Canpotex Limited ,Private:Canpoited ,Energy,Canada,6,2%,21
16599,Cummins Westport Inc.,Private:Cummi Inc.,Energy,Canada,5,0%,22
7614,Essar Steel Algoma Inc. ,Private:EssarInc. ,Energy,Canada,18,-3%,23
12509,Future Electronics Inc.,Private:Futur Inc.,Energy,Canada,18,7%,12
12378,Grithog Sand Control Systems Ltd.,Private:Grith Ltd.,Energy,Canada,79,-7%,17
12580,Heating Solutions International Inc,Private:Heatil Inc,Energy,Canada,95,5%,5
12256,Hydro-Quebec Utility Company,Private:Hydrompany,Energy,Canada,80,6%,16
12549,Independent Electricity System Operator,Private:Indeprator,Energy,Canada,64,1%,11
6720,Irving Oil Limited,Private:Irvinmited,Energy,Canada,60,-3%,12
17368,Lake Shore Gold Corp.,Private:Lake ShCorp.,Energy,Canada,46,-1%,16
12247,Lynden Energy Corp.,Private:Lynden gy Corp.,Energy,Canada,82,-3%,12
12326,Manitoba Hydro,Private:ManitHydro,Energy,Canada,38,-8%,11
12344,Manitoba Liquor & Lotteries Corporation,Private:Manitobaporation,Energy,Canada,35,5%,13
12388,McCain Foods Limited,Private:McCaimited,Energy,Canada,40,3%,12
12435,Musket Corporation,Private:Muskeation,Energy,Canada,9,6%,17
12546,Ontario Power Group,Private:OntarGroup,Energy,Canada,76,-1%,14
12622,Pharmascience Inc.,Private:Pharm Inc.,Energy,Canada,30,1%,20
12284,Prince Rupert Gas Transmission Limited Partnership,Private:Princrship,Financials,Canada,86,-6%,5
6423,Saskatchewan Power Corp.,Private:SaskaCorp.,Financials,Canada,26,1%,19
7644,Spectra Premium Industries Inc.,Private:Spectra Pries Inc.,Financials,Canada,33,1%,12
12324,"STEMCELL Technologies, Inc.",Private:STEMC Inc.,Financials,Canada,87,-6%,11
16004,Stemcell Technologies,Private:Stemcogies,Financials,Canada,62,-2%,7
12396,The Manitoba Hydro-Electric Board,Private:themboard,Financials,Canada,79,-7%,8
12423,Twin Rivers Paper Company Inc,Private:Twin y Inc,Financials,Canada,69,7%,21
12484,Air Canada,TSX:AC,Financials,Canada,33,-3%,25
16402,Acadian Timber Corp.,TSX:ADN,Government Institution,Canada,70,-6%,13
12613,Aimia Inc.,TSX:AIM,Healthcare,Canada,5,2%,13
4953,AltaGas Ltd.,TSX:ALA,Healthcare,Canada,85,-6%,11
12262,Algonquin Power & Utilities Corp.,TSX:AQN,Healthcare,Canada,54,0%,24
7800,ARC Resources Ltd.,TSX:ARX,Healthcare,Canada,85,-6%,10
12618,Alimentation Couche-Tard Inc.,TSX:ATD.B,Healthcare,Canada,63,-5%,15
12541,Aurinia Pharmaceuticals Inc.,TSX:AUP,Healthcare,Canada,5,-1%,10
12375,Avcorp Industries Inc.,TSX:AVP,Healthcare,Canada,69,0%,11
17244,Bombardier Inc.,TSX:BBD.B,Healthcare,Canada,66,7%,18
17333,Boralex Inc.,TSX:BLX,Healthcare,Canada,90,8%,12
17167,The Bank of Nova Scotia,TSX:BNS,Healthcare,Canada,62,8%,9
12392,Cara Operations Limited,TSX:CARA,Healthcare,Canada,68,5%,20
12430,Canfor Corp.,TSX:CFP,Industrials,Canada,78,1%,8
12654,Canfor Pulp Products Inc.,TSX:CFX,Industrials,Canada,12,3%,15
12476,Centerra Gold Inc.,TSX:CG,Industrials,Canada,57,0%,14
12264,China Gold International Resources Corp Ltd,TSX:CGG,Industrials,Canada,56,6%,22
12650,Calian Group Ltd.,TSX:CGY,Industrials,Canada,9,8%,24
12479,Canadian Imperial Bank of Commerce,TSX:CM,Industrials,Canada,61,-8%,10
12647,Canadian Natural Resources Limited,TSX:CNQ,Industrials,Canada,96,-4%,23
12635,Canadian Pacific Railway Limited,TSX:CP,Industrials,Canada,57,6%,13
17624,Canadian Tire Corp. Ltd.,TSX:CTC.A,Industrials,Canada,49,-1%,13
16699,Cenovus Energy Inc.,TSX:CVE,Industrials,Canada,68,1%,11
12236,CanWel Building Materials Group Ltd.,TSX:CWX,Industrials,Canada,34,-5%,9
12272,Detour Gold Corporation,TSX:DGC,Industrials,Canada,71,7%,20
12329,DragonWave Inc.,TSX:DWI,Industrials,Canada,66,-5%,17
12347,ECN Capital Corp.,TSX:ECN,Industrials,Canada,35,-8%,24
12649,Spectral Medical Inc.,TSX:EDT,Industrials,Canada,42,-5%,12
12638,Enerflex Ltd.,TSX:EFX,Information Technology,Canada,83,-4%,9
8400,Emera Incorporated,TSX:EMA,Information Technology,Canada,41,0%,19
12313,Empire Company Limited,TSX:EMP.A,Information Technology,Canada,10,8%,12
12370,Essential Energy Services Ltd.,TSX:ESN,Information Technology,Canada,34,-2%,16
5207,Extendicare Inc.,TSX:EXE,Information Technology,Canada,47,-8%,24
12412,Excellon Resources Inc.,TSX:EXN,Information Technology,Canada,35,-6%,8
5075,Fairfax Financial Holdings Limited,TSX:FFH,Information Technology,Canada,25,6%,18
6534,Franco-Nevada Corporation,TSX:FNV,Information Technology,Canada,75,2%,14
16717,Fortis Inc.,TSX:FTS,Information Technology,Canada,41,6%,23
12398,Colabor Group Inc.,TSX:GCL,Materials,Canada,81,2%,8
12507,CGI Group Inc.,TSX:GIB.A,Materials,Canada,47,-3%,22
6409,"Golden Star Resources, Ltd.",TSX:GSC,Materials,Canada,96,-1%,12
6252,Great-West Lifeco Inc.,TSX:GWO,Materials,Canada,93,7%,19
12394,Hydro One Limited,TSX:H,Materials,Canada,8,-2%,25
12309,HNZ Group Inc.,TSX:HNZ,Materials,Canada,87,3%,23
12241,Husky Energy Inc.,TSX:HSE,Materials,Canada,92,6%,5
12310,Innergex Renewable Energy Inc.,TSX:INE,Materials,Canada,27,-1%,7
12306,Kinross Gold Corporation,TSX:K,Materials,Canada,53,5%,16
5605,Klondex Mines Ltd.,TSX:KDX,Materials,Canada,89,-1%,19
6221,Kirkland Lake Gold Inc.,TSX:KLG,Materials,Canada,16,5%,11
6854,Linamar Corp.,TSX:LNR,Materials,Canada,100,2%,12
7641,Lundin Mining Corporation,TSX:LUN,Materials,Canada,34,-6%,20
17172,Magellan Aerospace Corp.,TSX:MAL,Materials,Canada,17,2%,20
16507,"MacDonald, Dettwiler and Associates Ltd.",TSX:MDA,Materials,Canada,27,-7%,15
12308,Royal Canadian Mint - Canadian Gold Reserves,TSX:MNT,Materials,Canada,33,5%,6
12358,"New Gold, Inc.",TSX:NGD,Materials,Canada,74,-4%,15
12419,Noranda Income Fund,TSX:NIF.UN,Materials,Canada,63,-4%,24
12456,Niko Resources Ltd.,TSX:NKO,Materials,Canada,20,5%,16
12459,ProMetic Life Sciences Inc.,TSX:PLI,Materials,Canada,76,-2%,10
12461,Potash Corporation of Saskatchewan Inc.,TSX:POT,Materials,Canada,41,-3%,6
12474,Paramount Resources Ltd.,TSX:POU,Materials,Canada,6,-5%,7
12506,Painted Pony Petroleum Ltd.,TSX:PPY,Materials,Canada,86,3%,14
12545,Rogers Communications Inc.,TSX:RCI.B,Materials,Canada,47,-3%,6
12568,Rubicon Minerals Corporation,TSX:RMX,Materials,Canada,91,6%,25
12570,Richards Packaging Income Fund,TSX:RPI.UN,Materials,Canada,75,5%,6
15123,SouthGobi Resources Limited,TSX:SGQ,Materials,Canada,92,2%,20
12591,Stella-Jones Inc.,TSX:SJ,Materials,Canada,48,-5%,12
12612,SunOpta Inc.,TSX:SOY,Materials,Canada,83,-5%,23
12656,Silver Standard Resources Inc.,TSX:SSO,Materials,Canada,29,-5%,6
16670,Synex International Inc.,TSX:SXI,Others,Canada,2,7%,12
16953,Teranga Gold Corporation,TSX:TGZ,Others,Canada,31,8%,16
17236,Theratechnologies Inc.,TSX:TH,Others,Canada,88,4%,10
17335,TSO3 Inc.,TSX:TOS,Others,Canada,37,7%,5
12561,Spin Master Corp.,TSX:TOY,Telecommunication Services,Canada,83,-2%,18
12282,TransCanada Corporation,TSX:TRP,Utilities,Canada,14,4%,9
12254,"Velan, Inc.",TSX:VLN,Utilities,Canada,21,1%,19
12448,"ViXS Systems, Inc.",TSX:VXS,Utilities,Canada,16,-2%,11
12599,Westport Fuel Systems Inc.,TSX:WPRT,Utilities,Canada,91,7%,9
12380,WSP Global Inc.,TSX:WSP,Utilities,Canada,82,-8%,18
16642,Westshore Terminals Investment Corporation,TSX:WTE,Utilities,Canada,84,7%,8
16644,Exco Technologies Limited,TSX:XTC,Utilities,Canada,39,-2%,10
17042,"Yamana Gold, Inc.",TSX:YRI,Utilities,Canada,40,-6%,20
16895,Advent Wireless Inc.,TSXV:AWI,Utilities,Canada,55,-3%,9
17155,Iplayco Corporation Ltd.,TSXV:IPC,Utilities,Canada,81,5%,14
16270,Jura Energy Corporation,TSXV:JEC,Utilities,Canada,69,2%,5
17054,Lingo Media Corporation,TSXV:LM,Utilities,Canada,90,2%,8
12403,Russell Breweries Inc.,TSXV:RB,Utilities,Canada,81,-5%,14
12424,ZoomerMedia Ltd.,TSXV:ZUM,Utilities,Canada,96,-5%,5
11943,Hiroca Holdings Ltd.,TSEC:1338,Consumer Discretionary,Cayman Islands,2,8%,18
6945,Herbalife Ltd.,NYSE:HLF,Consumer Staples,Cayman Islands,4,3%,20
4910,"Theravance Biopharma, Inc.",NasdaqGM:TBPH,Healthcare,Cayman Islands,14,-6%,11
6813,Fabrinet,NYSE:FN,Information Technology,Cayman Islands,36,6%,22
12176,"Eson Precision Ind. Co., Ltd.",TSEC:5243,Information Technology,Cayman Islands,38,8%,15
11944,Victory New Materials Limited Company,TSEC:1340,Materials,Cayman Islands,24,1%,19
17041,Scorpio Panamax Tanker Pool Limited,Private:Scorpmitedpana,Others,Cayman Islands,72,7%,22
350,Zoltav Resources Inc.,AIM:ZOL,Energy,Channel Islands,43,7%,22
16910,Navig8 Limited,Private:Navigmited,Industrials,Channel Islands,76,-2%,14
9617,CTI S.A.,SNSE:CTISA,Consumer Discretionary,Chile,87,7%,14
9622,S.A.C.I. Falabella,SNSE:FALABELLA,Consumer Discretionary,Chile,98,-7%,17
9633,Ripley Corp. S.A.,SNSE:RIPLEY,Consumer Discretionary,Chile,52,7%,16
9628,Multiexport Foods S.A.,SNSE:MULTIFOODS,Consumer Staples,Chile,10,1%,22
13143,Viñedos Emiliana Sociedad Anónima,SNSE:EMILIANA,Consumer Staples,Chile,46,8%,22
9624,Inversiones Agrícolas y Comerciales S.A.,SNSE:IACSA,Consumer Staples,Chile,62,7%,18
9612,Vina Concha y Toro S.A.,SNSE:CONCHATORO,Consumer Staples,Chile,5,-7%,12
6891,GeoPark Limited,NYSE:GPRK,Energy,Chile,67,4%,8
7102,LATAM Airlines Group S.A.,NYSE:LFL,Industrials,Chile,86,6%,9
9637,Compania Sud Americana de Vapores S.A.,SNSE:VAPORES,Industrials,Chile,30,-1%,16
9610,Cintac S.A.,SNSE:CINTAC,Materials,Chile,10,1%,12
